Navn;Stasjon;Tid(norsk normaltid);Minimumstemperatur (døgn);Middeltemperatur (døgn);Maksimumstemperatur (døgn)
Oslo - Blindern;SN18700;03.04.1982;0,8;2,2;7,2
Oslo - Blindern;SN18700;04.04.1982;1,8;7,6;14,2
Oslo - Blindern;SN18700;05.04.1982;-1,3;1;9,7
Oslo - Blindern;SN18700;06.04.1982;1;2;3,2
Oslo - Blindern;SN18700;07.04.1982;1,8;3,1;5,1
Oslo - Blindern;SN18700;08.04.1982;-2,1;-1,5;4,2
Oslo - Blindern;SN18700;09.04.1982;-0,2;3,8;8,7
Oslo - Blindern;SN18700;10.04.1982;-1,8;2,8;7,5
Oslo - Blindern;SN18700;11.04.1982;1,9;3,4;8,2
Oslo - Blindern;SN18700;12.04.1982;-0,8;2,4;6,4
Oslo - Blindern;SN18700;13.04.1982;0,1;4;8,5
Oslo - Blindern;SN18700;14.04.1982;-1,4;3,5;8,4
Oslo - Blindern;SN18700;15.04.1982;-0,7;4,5;10,9
Oslo - Blindern;SN18700;16.04.1982;2,7;8,2;14,5
Oslo - Blindern;SN18700;17.04.1982;0,2;6,1;12,6
Oslo - Blindern;SN18700;18.04.1982;5,2;9,2;13,2
Oslo - Blindern;SN18700;19.04.1982;5,5;9,4;13,8
Oslo - Blindern;SN18700;20.04.1982;1,4;7,8;13,9
Oslo - Blindern;SN18700;21.04.1982;1,2;7,8;14
Oslo - Blindern;SN18700;22.04.1982;4,4;8,3;13,8
Oslo - Blindern;SN18700;23.04.1982;4,8;5,3;9,9
Oslo - Blindern;SN18700;24.04.1982;1,8;8,4;14,3
Oslo - Blindern;SN18700;25.04.1982;0,5;8,4;15,2
Oslo - Blindern;SN18700;26.04.1982;1,5;7,8;13,1
Oslo - Blindern;SN18700;27.04.1982;1,4;9,1;16,5
Oslo - Blindern;SN18700;28.04.1982;4,7;8,1;12,3
Oslo - Blindern;SN18700;29.04.1982;1,3;4,5;8,4
Oslo - Blindern;SN18700;30.04.1982;0,1;3,6;8,2
Oslo - Blindern;SN18700;01.05.1982;2,2;6,1;12,2
Oslo - Blindern;SN18700;02.05.1982;2,4;7,1;12,6
Oslo - Blindern;SN18700;03.05.1982;1,2;3,5;9,7
Oslo - Blindern;SN18700;04.05.1982;3,7;6,1;9,5
Oslo - Blindern;SN18700;05.05.1982;5,1;6,8;8,7
Oslo - Blindern;SN18700;06.05.1982;2,6;7;12,7
Oslo - Blindern;SN18700;07.05.1982;1,4;8,5;15
Oslo - Blindern;SN18700;08.05.1982;3,3;5,4;14,1
Oslo - Blindern;SN18700;09.05.1982;5,3;6;8,3
Oslo - Blindern;SN18700;10.05.1982;2;5,5;9,4
Oslo - Blindern;SN18700;11.05.1982;5,6;9,4;15,4
Oslo - Blindern;SN18700;12.05.1982;3,6;9,3;18,4
Oslo - Blindern;SN18700;13.05.1982;6,7;12,4;17,5
Oslo - Blindern;SN18700;14.05.1982;3,7;11,1;18,6
Oslo - Blindern;SN18700;15.05.1982;6,6;12,1;18,9
Oslo - Blindern;SN18700;16.05.1982;5,1;12,3;19,5
Oslo - Blindern;SN18700;17.05.1982;7,4;13,3;20,3
Oslo - Blindern;SN18700;18.05.1982;9,2;14,2;19
Oslo - Blindern;SN18700;19.05.1982;4,6;5,4;14,1
Oslo - Blindern;SN18700;20.05.1982;4,9;6,3;7,8
Oslo - Blindern;SN18700;21.05.1982;6,1;8,3;12,4
Oslo - Blindern;SN18700;22.05.1982;3,6;9;14,3
Oslo - Blindern;SN18700;23.05.1982;7,7;8,5;12,6
Oslo - Blindern;SN18700;24.05.1982;8,5;10,8;15,4
Oslo - Blindern;SN18700;25.05.1982;6,6;10,5;13,9
Oslo - Blindern;SN18700;26.05.1982;8,4;13,3;19
Oslo - Blindern;SN18700;27.05.1982;10,4;14,2;18,9
Oslo - Blindern;SN18700;28.05.1982;8,4;12,3;19,6
Oslo - Blindern;SN18700;29.05.1982;8,7;14,5;20,9
Oslo - Blindern;SN18700;30.05.1982;8,6;16,5;24,2
Oslo - Blindern;SN18700;31.05.1982;9,2;16,5;23,4
Oslo - Blindern;SN18700;01.06.1982;9,3;16,2;21,9
Oslo - Blindern;SN18700;02.06.1982;9,5;17,7;25,2
Oslo - Blindern;SN18700;03.06.1982;11,9;19,4;26,2
Oslo - Blindern;SN18700;04.06.1982;13,5;20,9;28,8
Oslo - Blindern;SN18700;05.06.1982;14,5;20,5;28
Oslo - Blindern;SN18700;06.06.1982;11,4;14,4;21,8
Oslo - Blindern;SN18700;07.06.1982;9,8;15,4;21,9
Oslo - Blindern;SN18700;08.06.1982;11,3;15,9;20,1
Oslo - Blindern;SN18700;09.06.1982;6,1;10,2;17,8
Oslo - Blindern;SN18700;10.06.1982;6,2;10,5;16,5
Oslo - Blindern;SN18700;11.06.1982;7,2;11,1;17,3
Oslo - Blindern;SN18700;12.06.1982;6,4;10,3;15,5
Oslo - Blindern;SN18700;13.06.1982;6,5;10,1;13,6
Oslo - Blindern;SN18700;14.06.1982;6,9;8,8;12,2
Oslo - Blindern;SN18700;15.06.1982;6,3;12,2;17,8
Oslo - Blindern;SN18700;16.06.1982;7,1;13,7;19,3
Oslo - Blindern;SN18700;17.06.1982;8,4;12,9;17,9
Oslo - Blindern;SN18700;18.06.1982;8,4;13,2;19,5
Oslo - Blindern;SN18700;19.06.1982;7,5;14,6;21
Oslo - Blindern;SN18700;20.06.1982;10;12,7;18,4
Oslo - Blindern;SN18700;21.06.1982;8,3;10,4;15,1
Oslo - Blindern;SN18700;22.06.1982;8,4;12,9;16,7
Oslo - Blindern;SN18700;23.06.1982;6,8;14,6;20,7
Oslo - Blindern;SN18700;24.06.1982;10;14;20,2
Oslo - Blindern;SN18700;25.06.1982;12,4;14,7;19
Oslo - Blindern;SN18700;26.06.1982;10,6;15,3;19,8
Oslo - Blindern;SN18700;27.06.1982;11,9;12,8;18,8
Oslo - Blindern;SN18700;28.06.1982;11,8;12,9;16,1
Oslo - Blindern;SN18700;29.06.1982;10,4;12,8;16,3
Oslo - Blindern;SN18700;30.06.1982;9,7;13,9;17
Oslo - Blindern;SN18700;01.07.1982;12,6;14,7;17,8
Oslo - Blindern;SN18700;02.07.1982;12,5;14,6;18,7
Oslo - Blindern;SN18700;03.07.1982;12,5;13,2;16,1
Oslo - Blindern;SN18700;04.07.1982;7,9;13,3;20,7
Oslo - Blindern;SN18700;05.07.1982;7,7;15,4;21,5
Oslo - Blindern;SN18700;06.07.1982;9,6;15,7;21,6
Oslo - Blindern;SN18700;07.07.1982;11,4;16,8;22,5
Oslo - Blindern;SN18700;08.07.1982;13,2;17,7;22,6
Oslo - Blindern;SN18700;09.07.1982;10,6;18;25,3
Oslo - Blindern;SN18700;10.07.1982;12,1;18,2;24
Oslo - Blindern;SN18700;11.07.1982;16,9;18,6;22,8
Oslo - Blindern;SN18700;12.07.1982;14,1;18,9;24,3
Oslo - Blindern;SN18700;13.07.1982;15,9;20,6;26,5
Oslo - Blindern;SN18700;14.07.1982;16,6;22,1;28,1
Oslo - Blindern;SN18700;15.07.1982;15,9;21,6;26,6
Oslo - Blindern;SN18700;16.07.1982;18,1;20,1;23,6
Oslo - Blindern;SN18700;17.07.1982;14,7;17,2;20,7
Oslo - Blindern;SN18700;18.07.1982;10,4;17,4;24,4
Oslo - Blindern;SN18700;19.07.1982;12,2;18,9;27
Oslo - Blindern;SN18700;20.07.1982;12,3;19,4;25,7
Oslo - Blindern;SN18700;21.07.1982;13,7;18,5;23,1
Oslo - Blindern;SN18700;22.07.1982;12,1;17,6;24,1
Oslo - Blindern;SN18700;23.07.1982;13,5;19,2;27,5
Oslo - Blindern;SN18700;24.07.1982;14,1;19,5;26,1
Oslo - Blindern;SN18700;25.07.1982;16,5;17,8;22,8
Oslo - Blindern;SN18700;26.07.1982;13,1;17,1;21,1
Oslo - Blindern;SN18700;27.07.1982;10,5;17,1;24,3
Oslo - Blindern;SN18700;28.07.1982;11,9;19,7;27,7
Oslo - Blindern;SN18700;29.07.1982;14,9;20,5;27,6
Oslo - Blindern;SN18700;30.07.1982;17,2;20,1;26,4
Oslo - Blindern;SN18700;31.07.1982;13,4;21,3;30,1
Oslo - Blindern;SN18700;01.08.1982;15;23,4;31,6
Oslo - Blindern;SN18700;02.08.1982;15,3;24,2;32,7
Oslo - Blindern;SN18700;03.08.1982;17,2;25,4;34,2
Oslo - Blindern;SN18700;04.08.1982;16,1;23,9;31,8
Oslo - Blindern;SN18700;05.08.1982;14,7;22,9;30,1
Oslo - Blindern;SN18700;06.08.1982;15,3;23,4;30,7
Oslo - Blindern;SN18700;07.08.1982;16,4;22,5;30,9
Oslo - Blindern;SN18700;08.08.1982;17,8;22;28,4
Oslo - Blindern;SN18700;09.08.1982;17,3;21;28,1
Oslo - Blindern;SN18700;10.08.1982;14,1;17,4;23,2
Oslo - Blindern;SN18700;11.08.1982;8,5;16,2;23,1
Oslo - Blindern;SN18700;12.08.1982;10,7;15,5;19,9
Oslo - Blindern;SN18700;13.08.1982;9;14,2;18,5
Oslo - Blindern;SN18700;14.08.1982;7,1;13,2;19,3
Oslo - Blindern;SN18700;15.08.1982;7,3;13,9;20,8
Oslo - Blindern;SN18700;16.08.1982;8,4;14,6;21,4
Oslo - Blindern;SN18700;17.08.1982;12,2;14,9;19,6
Oslo - Blindern;SN18700;18.08.1982;10,6;14;18,3
Oslo - Blindern;SN18700;19.08.1982;13;15,1;18,4
Oslo - Blindern;SN18700;20.08.1982;6,2;11,1;17,1
Oslo - Blindern;SN18700;21.08.1982;7;13,3;20,4
Oslo - Blindern;SN18700;22.08.1982;6,6;13,8;20,7
Oslo - Blindern;SN18700;23.08.1982;10,7;12,8;17,3
Oslo - Blindern;SN18700;24.08.1982;10,1;12,8;16,4
Oslo - Blindern;SN18700;25.08.1982;11,4;12,8;17,9
Oslo - Blindern;SN18700;26.08.1982;6,5;10,3;15,6
Oslo - Blindern;SN18700;27.08.1982;10,6;13,1;15,7
Oslo - Blindern;SN18700;28.08.1982;6,2;12,1;18,3
Oslo - Blindern;SN18700;29.08.1982;4,8;10,3;16,2
Oslo - Blindern;SN18700;30.08.1982;10,8;13,2;14,4
Oslo - Blindern;SN18700;31.08.1982;12,7;14,1;16,7
Oslo - Blindern;SN18700;01.09.1982;12,3;14,6;19
Oslo - Blindern;SN18700;02.09.1982;6,2;11,3;16,9
Oslo - Blindern;SN18700;03.09.1982;6,1;11,3;15,6
Oslo - Blindern;SN18700;04.09.1982;7,8;10,3;14,8
Oslo - Blindern;SN18700;05.09.1982;2,9;8,8;15,4
Oslo - Blindern;SN18700;06.09.1982;2,7;8,6;15
Oslo - Blindern;SN18700;07.09.1982;6,1;8,7;11,4
Oslo - Blindern;SN18700;08.09.1982;9,3;12,2;16,3
Oslo - Blindern;SN18700;09.09.1982;6,2;12,3;17,9
Oslo - Blindern;SN18700;10.09.1982;10,2;13,2;15,6
Oslo - Blindern;SN18700;11.09.1982;11;13,6;18,3
Oslo - Blindern;SN18700;12.09.1982;5,3;10,1;15
Oslo - Blindern;SN18700;13.09.1982;10,3;14,9;20,2
Oslo - Blindern;SN18700;14.09.1982;11,1;14,4;17,4
Oslo - Blindern;SN18700;15.09.1982;12,1;15,7;21,4
Oslo - Blindern;SN18700;16.09.1982;10,5;15,4;20
Oslo - Blindern;SN18700;17.09.1982;7,2;13,4;20,5
Oslo - Blindern;SN18700;18.09.1982;9,8;13,6;17,6
Oslo - Blindern;SN18700;19.09.1982;13,1;14,3;16,3
Oslo - Blindern;SN18700;20.09.1982;12,5;14;15,3
Oslo - Blindern;SN18700;21.09.1982;9,5;11,7;15,8
Oslo - Blindern;SN18700;22.09.1982;7,4;10;13,4
Oslo - Blindern;SN18700;23.09.1982;1,6;6,9;12,3
Oslo - Blindern;SN18700;24.09.1982;5,1;9,1;11
Oslo - Blindern;SN18700;25.09.1982;10,2;11,8;13,6
Oslo - Blindern;SN18700;26.09.1982;10,1;11,9;13,6
Oslo - Blindern;SN18700;27.09.1982;11,4;13,1;15,7
Oslo - Blindern;SN18700;28.09.1982;11,9;12,5;14,4
Oslo - Blindern;SN18700;29.09.1982;11,1;12,9;15,3
Oslo - Blindern;SN18700;30.09.1982;11,8;12,9;15,5
Oslo - Blindern;SN18700;01.10.1982;5;9;12,5
Oslo - Blindern;SN18700;02.10.1982;9,8;11,8;12,5
Oslo - Blindern;SN18700;03.10.1982;10,3;10,9;12,6
Oslo - Blindern;SN18700;04.10.1982;9,5;10,3;11,6
Oslo - Blindern;SN18700;05.10.1982;8,7;8,9;10,6
Oslo - Blindern;SN18700;06.10.1982;8,8;10;10,9
Oslo - Blindern;SN18700;07.10.1982;9,1;10,1;11,3
Oslo - Blindern;SN18700;08.10.1982;7,1;7,6;9,1
Oslo - Blindern;SN18700;09.10.1982;5;5,9;7,1
Oslo - Blindern;SN18700;10.10.1982;6,5;7,4;9,7
Oslo - Blindern;SN18700;11.10.1982;3;4,2;7,2
Oslo - Blindern;SN18700;12.10.1982;3,4;4,3;6,1
Oslo - Blindern;SN18700;13.10.1982;3,2;4,8;6,7
Oslo - Blindern;SN18700;14.10.1982;3,9;4,7;6,7
Oslo - Blindern;SN18700;15.10.1982;4,2;4,7;5,3
Oslo - Blindern;SN18700;16.10.1982;1;3,3;6,8
Oslo - Blindern;SN18700;17.10.1982;-0,4;1,8;3,6
Oslo - Blindern;SN18700;18.10.1982;1,2;2,4;3,4
Oslo - Blindern;SN18700;19.10.1982;1,8;3,4;6,4
Oslo - Blindern;SN18700;20.10.1982;5,1;8,3;9,3
Oslo - Blindern;SN18700;21.10.1982;1,1;5;10,9
Oslo - Blindern;SN18700;22.10.1982;1,5;4,6;6,5
Oslo - Blindern;SN18700;23.10.1982;5,5;7,5;10
Oslo - Blindern;SN18700;24.10.1982;-0,6;1,8;7,5
Oslo - Blindern;SN18700;25.10.1982;0,6;3;4,2
Oslo - Blindern;SN18700;26.10.1982;1,5;3,8;8,2
Oslo - Blindern;SN18700;27.10.1982;2,5;6,5;10,3
Oslo - Blindern;SN18700;28.10.1982;1,9;4,6;7,9
Oslo - Blindern;SN18700;29.10.1982;2,9;6,3;9,4
Oslo - Blindern;SN18700;30.10.1982;7,5;9,4;10,1
Oslo - Blindern;SN18700;31.10.1982;5,9;6,1;9,5
Oslo - Blindern;SN18700;01.11.1982;5,6;6,9;8
Oslo - Blindern;SN18700;02.11.1982;3,7;7,4;10,5
Oslo - Blindern;SN18700;03.11.1982;2,9;6,3;11,2
Oslo - Blindern;SN18700;04.11.1982;1,2;4;6,6
Oslo - Blindern;SN18700;05.11.1982;-3,4;-1;2,3
Oslo - Blindern;SN18700;06.11.1982;-3,3;-0,9;2,5
Oslo - Blindern;SN18700;07.11.1982;0,6;1,9;3
Oslo - Blindern;SN18700;08.11.1982;-1,2;-0,4;2,4
Oslo - Blindern;SN18700;09.11.1982;0,4;4,6;7,8
Oslo - Blindern;SN18700;10.11.1982;3,5;6,5;9,4
Oslo - Blindern;SN18700;11.11.1982;5,4;7,7;10,7
Oslo - Blindern;SN18700;12.11.1982;4,8;7,6;9,2
Oslo - Blindern;SN18700;13.11.1982;3,6;6,2;9,7
Oslo - Blindern;SN18700;14.11.1982;-1,9;-0,2;3,6
Oslo - Blindern;SN18700;15.11.1982;-0,4;0,8;1,6
Oslo - Blindern;SN18700;16.11.1982;-1,2;2,8;6,4
Oslo - Blindern;SN18700;17.11.1982;-0,2;1,1;4,5
Oslo - Blindern;SN18700;18.11.1982;-2,3;-2;0,2
Oslo - Blindern;SN18700;19.11.1982;-2,2;1;4,2
Oslo - Blindern;SN18700;20.11.1982;-1,4;0,5;4,4
Oslo - Blindern;SN18700;21.11.1982;-4,2;-0,3;4,2
Oslo - Blindern;SN18700;22.11.1982;3,9;5;8,2
Oslo - Blindern;SN18700;23.11.1982;3,9;4,9;7,9
Oslo - Blindern;SN18700;24.11.1982;3;4,5;6,2
Oslo - Blindern;SN18700;25.11.1982;0,6;1,8;3,6
Oslo - Blindern;SN18700;26.11.1982;0,7;1,5;3,2
Oslo - Blindern;SN18700;27.11.1982;0,9;1,2;2,2
Oslo - Blindern;SN18700;28.11.1982;0,6;0,9;3,4
Oslo - Blindern;SN18700;29.11.1982;-3,5;-2,7;0,9
Oslo - Blindern;SN18700;30.11.1982;-4,1;-3,2;-2,4
Oslo - Blindern;SN18700;01.12.1982;-2,7;-2,3;-1,4
Oslo - Blindern;SN18700;02.12.1982;-4,9;-1,7;-1
Oslo - Blindern;SN18700;03.12.1982;-2,1;-1,7;-0,7
Oslo - Blindern;SN18700;04.12.1982;-1,8;-0,5;0,3
Oslo - Blindern;SN18700;05.12.1982;0,3;3,6;4,7
Oslo - Blindern;SN18700;06.12.1982;-1,2;0,7;4,5
Oslo - Blindern;SN18700;07.12.1982;-5,1;-3,8;-0,9
Oslo - Blindern;SN18700;08.12.1982;-4,7;-3,5;-2,5
Oslo - Blindern;SN18700;09.12.1982;-2,7;-0,3;0,3
Oslo - Blindern;SN18700;10.12.1982;-0,2;1;1,7
Oslo - Blindern;SN18700;11.12.1982;-0,4;0,4;2,8
Oslo - Blindern;SN18700;12.12.1982;-6,2;-3,1;-0,2
Oslo - Blindern;SN18700;13.12.1982;-9,6;-8,4;-5,9
Oslo - Blindern;SN18700;14.12.1982;-13,6;-11,8;-9,6
Oslo - Blindern;SN18700;15.12.1982;-10,6;1;3,5
Oslo - Blindern;SN18700;16.12.1982;-0,4;1,5;3,1
Oslo - Blindern;SN18700;17.12.1982;-8,9;-7,2;1
Oslo - Blindern;SN18700;18.12.1982;-9,2;-2,7;1
Oslo - Blindern;SN18700;19.12.1982;-7,4;-3,3;2,5
Oslo - Blindern;SN18700;20.12.1982;0;0,9;2,9
Oslo - Blindern;SN18700;21.12.1982;0,7;2,4;3,7
Oslo - Blindern;SN18700;22.12.1982;-0,9;0,6;3,9
Oslo - Blindern;SN18700;23.12.1982;-5,3;-3,3;-0,9
Oslo - Blindern;SN18700;24.12.1982;-3,3;-0,3;1,3
Oslo - Blindern;SN18700;25.12.1982;-1,7;-1;1,2
Oslo - Blindern;SN18700;26.12.1982;-0,8;2,3;4,8
Oslo - Blindern;SN18700;27.12.1982;-3,7;-2,2;1,4
Oslo - Blindern;SN18700;28.12.1982;-4,9;-2,7;0,8
Oslo - Blindern;SN18700;29.12.1982;-5,9;-3,4;0,2
Oslo - Blindern;SN18700;30.12.1982;-4,9;-2,9;-1,8
Oslo - Blindern;SN18700;31.12.1982;-4,4;-2,7;-1,6
Oslo - Blindern;SN18700;01.01.1983;-1,8;2;5,1
Oslo - Blindern;SN18700;02.01.1983;-2,2;0,4;4,9
Oslo - Blindern;SN18700;03.01.1983;-6,4;-1;1,9
Oslo - Blindern;SN18700;04.01.1983;1,7;3,2;4,8
Oslo - Blindern;SN18700;05.01.1983;-2;0,4;3,9
Oslo - Blindern;SN18700;06.01.1983;3,2;5,6;8,4
Oslo - Blindern;SN18700;07.01.1983;2;2,5;4,5
Oslo - Blindern;SN18700;08.01.1983;-1,4;0,9;3,2
Oslo - Blindern;SN18700;09.01.1983;-1,1;3,1;5,3
Oslo - Blindern;SN18700;10.01.1983;-0,7;2,6;6,9
Oslo - Blindern;SN18700;11.01.1983;1,2;4,2;6,5
Oslo - Blindern;SN18700;12.01.1983;5;5,5;6,6
Oslo - Blindern;SN18700;13.01.1983;0,3;1,1;5,3
Oslo - Blindern;SN18700;14.01.1983;-5,4;-2,4;0,9
Oslo - Blindern;SN18700;15.01.1983;-8,4;-6,2;-4,5
Oslo - Blindern;SN18700;16.01.1983;-10,1;-7,7;-4,7
Oslo - Blindern;SN18700;17.01.1983;-7,3;-4,3;-2,6
Oslo - Blindern;SN18700;18.01.1983;-3,9;-3,4;-1,7
Oslo - Blindern;SN18700;19.01.1983;-8,5;-3,7;0,3
Oslo - Blindern;SN18700;20.01.1983;-6;-2,5;-0,1
Oslo - Blindern;SN18700;21.01.1983;-1,4;7,2;9,4
Oslo - Blindern;SN18700;22.01.1983;-2,5;2,9;9
Oslo - Blindern;SN18700;23.01.1983;1,5;3,8;8,7
Oslo - Blindern;SN18700;24.01.1983;-2,3;0,9;2,7
Oslo - Blindern;SN18700;25.01.1983;1,7;2,9;3,2
Oslo - Blindern;SN18700;26.01.1983;0,6;5;7
Oslo - Blindern;SN18700;27.01.1983;2,1;5,1;7,8
Oslo - Blindern;SN18700;28.01.1983;-1,6;2,3;7,2
Oslo - Blindern;SN18700;29.01.1983;-0,7;0,2;3,1
Oslo - Blindern;SN18700;30.01.1983;-4,8;-2,7;2,2
Oslo - Blindern;SN18700;31.01.1983;-7;-5,8;-4,7
Oslo - Blindern;SN18700;01.02.1983;-9,5;-6,4;-5,2
Oslo - Blindern;SN18700;02.02.1983;-7,4;-5,2;-1,7
Oslo - Blindern;SN18700;03.02.1983;-7,7;-2,1;2
Oslo - Blindern;SN18700;04.02.1983;-7,6;-4;0,9
Oslo - Blindern;SN18700;05.02.1983;-4,7;-1;-0,2
Oslo - Blindern;SN18700;06.02.1983;-2,3;-1,3;0
Oslo - Blindern;SN18700;07.02.1983;-6;-5,4;-2,3
Oslo - Blindern;SN18700;08.02.1983;-10,6;-7,8;-5,3
Oslo - Blindern;SN18700;09.02.1983;-13,8;-9,3;-6,3
Oslo - Blindern;SN18700;10.02.1983;-13,5;-10,2;-6,3
Oslo - Blindern;SN18700;11.02.1983;-10;-3,5;-0,7
Oslo - Blindern;SN18700;12.02.1983;-11,5;-7,6;-4,3
Oslo - Blindern;SN18700;13.02.1983;-6,3;-2,7;-0,4
Oslo - Blindern;SN18700;14.02.1983;-1,7;1,3;2,9
Oslo - Blindern;SN18700;15.02.1983;-2,3;-0,2;2,4
Oslo - Blindern;SN18700;16.02.1983;-3,9;-1,3;3,1
Oslo - Blindern;SN18700;17.02.1983;-8,5;-4,1;0,4
Oslo - Blindern;SN18700;18.02.1983;-7,6;-3,8;2
Oslo - Blindern;SN18700;19.02.1983;-8,7;-4,1;0,3
Oslo - Blindern;SN18700;20.02.1983;-6;-2,6;1
Oslo - Blindern;SN18700;21.02.1983;-8;-4,3;-1,3
Oslo - Blindern;SN18700;22.02.1983;-7,9;-2,3;3,3
Oslo - Blindern;SN18700;23.02.1983;-9,8;-7,1;-1,4
Oslo - Blindern;SN18700;24.02.1983;-9,5;-5,1;-0,4
Oslo - Blindern;SN18700;25.02.1983;-4,8;-3,4;-1,4
Oslo - Blindern;SN18700;26.02.1983;-7,4;-5,4;-2,7
Oslo - Blindern;SN18700;27.02.1983;-7,9;-1;0,5
Oslo - Blindern;SN18700;28.02.1983;-3;-2,2;-0,9
Oslo - Blindern;SN18700;01.03.1983;-2,4;-1,2;0,3
Oslo - Blindern;SN18700;02.03.1983;-3,1;-1,7;0,4
Oslo - Blindern;SN18700;03.03.1983;-1,6;-0,3;0,9
Oslo - Blindern;SN18700;04.03.1983;0,4;1,1;2
Oslo - Blindern;SN18700;05.03.1983;-1;2,5;6,2
Oslo - Blindern;SN18700;06.03.1983;-2,2;-0,2;3,1
Oslo - Blindern;SN18700;07.03.1983;-0,4;2,6;7,8
Oslo - Blindern;SN18700;08.03.1983;-3,1;2,9;10,4
Oslo - Blindern;SN18700;09.03.1983;1,1;4,7;9,8
Oslo - Blindern;SN18700;10.03.1983;1,9;4,1;7,8
Oslo - Blindern;SN18700;11.03.1983;-3,1;1,2;5,3
Oslo - Blindern;SN18700;12.03.1983;-6,2;-1;4,8
Oslo - Blindern;SN18700;13.03.1983;0,7;2,3;4,8
Oslo - Blindern;SN18700;14.03.1983;0,7;1,7;3
Oslo - Blindern;SN18700;15.03.1983;0,6;2;3,4
Oslo - Blindern;SN18700;16.03.1983;1,9;2,5;3,2
Oslo - Blindern;SN18700;17.03.1983;0,3;1,9;3,1
Oslo - Blindern;SN18700;18.03.1983;2,5;2,5;3,1
Oslo - Blindern;SN18700;19.03.1983;0,4;3,8;6,9
Oslo - Blindern;SN18700;20.03.1983;-1,4;0,9;4
Oslo - Blindern;SN18700;21.03.1983;0,4;1,5;3,7
Oslo - Blindern;SN18700;22.03.1983;1,4;1,5;2,8
Oslo - Blindern;SN18700;23.03.1983;-2,9;1,8;5,8
Oslo - Blindern;SN18700;24.03.1983;-2,2;1,5;4,7
Oslo - Blindern;SN18700;25.03.1983;-0,3;-0,1;3,6
Oslo - Blindern;SN18700;26.03.1983;-1,5;2,3;6,8
Oslo - Blindern;SN18700;27.03.1983;-1,6;0,1;3,5
Oslo - Blindern;SN18700;28.03.1983;-0,7;0,6;2,3
Oslo - Blindern;SN18700;29.03.1983;0,6;1;1,8
Oslo - Blindern;SN18700;30.03.1983;-0,3;0,8;1,7
Oslo - Blindern;SN18700;31.03.1983;0,9;2,1;4,6
Oslo - Blindern;SN18700;01.04.1983;0,7;2,7;6,4
Oslo - Blindern;SN18700;02.04.1983;-1,3;2,1;4,7
Oslo - Blindern;SN18700;03.04.1983;0,1;1;3,7
Oslo - Blindern;SN18700;04.04.1983;0,2;1,6;4,2
Oslo - Blindern;SN18700;05.04.1983;0;2;5
Oslo - Blindern;SN18700;06.04.1983;1,3;2,4;4,5
Oslo - Blindern;SN18700;07.04.1983;1;1,6;3,2
Oslo - Blindern;SN18700;08.04.1983;0,9;2,7;6,4
Oslo - Blindern;SN18700;09.04.1983;-0,5;3,4;10,5
Oslo - Blindern;SN18700;10.04.1983;2,5;5,6;9,2
Oslo - Blindern;SN18700;11.04.1983;0,5;4,6;8,2
Oslo - Blindern;SN18700;12.04.1983;0,4;3,5;6,8
Oslo - Blindern;SN18700;13.04.1983;-0,4;2,9;6,1
Oslo - Blindern;SN18700;14.04.1983;-1,2;3,9;9,5
Oslo - Blindern;SN18700;15.04.1983;2,8;6,5;12,1
Oslo - Blindern;SN18700;16.04.1983;0,7;5,5;10,9
Oslo - Blindern;SN18700;17.04.1983;5,6;8;13,5
Oslo - Blindern;SN18700;18.04.1983;6,6;6,9;7,7
Oslo - Blindern;SN18700;19.04.1983;6,5;8,7;11,9
Oslo - Blindern;SN18700;20.04.1983;2,2;3,2;10,9
Oslo - Blindern;SN18700;21.04.1983;2,2;4,6;8,1
Oslo - Blindern;SN18700;22.04.1983;6,1;8,5;12,2
Oslo - Blindern;SN18700;23.04.1983;6,8;9,2;11,4
Oslo - Blindern;SN18700;24.04.1983;7,7;11,2;15,7
Oslo - Blindern;SN18700;25.04.1983;7,4;8,8;14
Oslo - Blindern;SN18700;26.04.1983;5,8;9,8;15,1
Oslo - Blindern;SN18700;27.04.1983;5;10,9;16,2
Oslo - Blindern;SN18700;28.04.1983;5,6;6,7;15
Oslo - Blindern;SN18700;29.04.1983;4,4;5,4;6,8
Oslo - Blindern;SN18700;30.04.1983;6,4;7,6;9,8
Oslo - Blindern;SN18700;01.05.1983;5,6;9,1;14,5
Oslo - Blindern;SN18700;02.05.1983;5,2;10,3;14,8
Oslo - Blindern;SN18700;03.05.1983;5,5;9,3;13,5
Oslo - Blindern;SN18700;04.05.1983;5,5;8,2;13,6
Oslo - Blindern;SN18700;05.05.1983;3;9,7;16,5
Oslo - Blindern;SN18700;06.05.1983;4,1;10,7;16,2
Oslo - Blindern;SN18700;07.05.1983;4,4;10,3;16
Oslo - Blindern;SN18700;08.05.1983;8,9;12,3;16,3
Oslo - Blindern;SN18700;09.05.1983;7,9;8,6;14,7
Oslo - Blindern;SN18700;10.05.1983;8,4;10,4;13,6
Oslo - Blindern;SN18700;11.05.1983;8,3;8,9;13,1
Oslo - Blindern;SN18700;12.05.1983;7,2;9;11,9
Oslo - Blindern;SN18700;13.05.1983;7,7;8,9;11,4
Oslo - Blindern;SN18700;14.05.1983;7,1;9;13,2
Oslo - Blindern;SN18700;15.05.1983;7,8;11;15,5
Oslo - Blindern;SN18700;16.05.1983;8,4;9,7;14,5
